Host,Path,Prefix,Desktop Filename,Tablet Filename,Mobile Filename
,/_sites/Farydak/farydak-rems.prod.calypso.novartis.episerverhosting.com/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=4000,001,d001,t001,m001
