Host,Path,Prefix,Desktop Filename,Tablet Filename,Mobile Filename
,/_sites/Votrient/votrient.edit.stage.calypso.novartis.episerverhosting.com/?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=4000,000,d000,t000,m000
