Host,Path,Prefix,Desktop Filename,Tablet Filename,Mobile Filename,notes
,/_sites/Melanoma-MOD-Video/trials-prod.stage.calypso.novartis.episerverhosting.com/Melanoma-MOD-video?ed=1&call=jQuery.getScript(%27http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss-unbranded.js%27)&wait=3000,0,d000,DNT,m000,Homepage
